Well_Id	Induction	Rel_Cell_Count	Compound_Id	Ref_Id	RefCpd_Id	Similarity	Induction_Ref	Conc_uM_Ref	Rel_Cell_Count_Ref	Trivial_Name_Ref	Known_Act_Ref	Chiral_Ref	Smiles_Ref
415736:01:03_10.00	34.0	84	415736	412487:01:03_50.00	412487	73.5	6.7	50.0	102		BI-7656 serves as negative control to BI 207127 which is a highly potent and specific inhibitor of HCV polymerase activity (IC50 = 50 nM).	False	Cn1c(C2(NC(=O)c3ccc(NCC4CCCCC4)nc3)CCC2)nc2ccc(/C=C/C(=O)O)cc21
415736:01:03_10.00	34.0	84	415736	280101:01:03_30.00	280101	73.3	7.9	30.0	92	Mephetyl tetrazole	potent and selective Kv1.5 potassium channel blocker.	False	COc1ccc(CCn2nnnc2C2(c3ccc(C)cc3)CC2)cc1
415736:01:03_10.00	34.0	84	415736	247067:02:03_10.00	247067	72.7	12.1	10.0	93	Domperidone	peripheral dopamine receptor antagonist that does not cross the blood-brain barrier, anti-emetic, Dopamine Antagonists, antiemetic.	False	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
415736:01:03_10.00	34.0	84	415736	281040:01:03_10.00	281040	72.39999999999999	16.8	10.0	99	WIN 62,577	NK1 tachykinin receptor antagonist.	False	C[C@]12Cc3cn4c(nc3C=C1CCC1C2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#N)nc1ccccc14
415740:01:03_10.00	8.3	103	415740	409894:01:03_50.00	409894	85.1	23.3	50.0	109	GSK591	GSK591 (EPZ015866) is a potent and selective inhibitor of protein methyltransferase 5 (PRMT5) with an IC50 of 4 nM.	True	O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
415740:01:03_10.00	8.3	103	415740	528561:01:02_05.00	528561	84.6	25.2	5.0	103		JNJ-54119936 an inverse agonist of Retinoic Acid-Related Orphan Receptor RORC with Kd = 5.3 nM	True	COc1nc2ccc([C@@](O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1
415740:01:03_10.00	8.3	103	415740	409858:01:02_10.00	409858	84.3	16.2	10.0	97	I-CBP112 (hydrochloride)	it is a selective inhibitor of CBP and EP300 that directly binds their bromodomains (Kds = 0.142 and 0.625 µM, respectively). Developed by the Structural Genomics Consortium (SGC), this compound shows only weak cross-reactivity with the bromodomains of bromodomain and extra-terminal proteins and shows no interaction with other bromodomains.	True	CCC(=O)N1CCOc2c(cc(-c3ccc(OC)c(OC)c3)cc2OC[C@H]2CCCN(C)C2)C1
415740:01:03_10.00	8.3	103	415740	247200:01:04_30.00	247200	84.2	26.3	30.0	102	Lobeline alpha (-) hydrochoride	nicotinic receptor ligand.	True	CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1
415740:01:03_10.00	8.3	103	415740	528529:01:02_01.00	528529	83.89999999999999	9.2	1.0	102		negative control to FM-381	False	CN(C)C(=O)/C(C#N)=C/c1ccc(-c2nc3cnc4c(ccn4C)c3n2C2CCCCC2)o1
415740:01:03_10.00	8.3	103	415740	246859:01:04_30.00	246859	83.8	34.2	30.0	108	Vardenafil	PDE5 inhibitor.	False	CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
415740:01:03_10.00	8.3	103	415740	281042:01:03_30.00	281042	83.8	27.3	30.0	95	WAY-100635 maleate	highly selective 5-HT1A serotonin receptor antagonist.	False	COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1
415740:01:03_10.00	8.3	103	415740	410014:01:04_06.00	410014	83.8	29.0	6.0	100	EPZ005687	EPZ005687 is a potent and selective inhibitor of EZH2 with Ki of 24 nM, and has 50-fold selectivity against EZH1 and 500-fold selectivity against 15 other protein methyltransferases.	False	Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(O)n1
415740:01:03_10.00	8.3	103	415740	317004:02:10_10.00	317004	83.7	34.5	10.0	90	Smoothib	antagonist of the protein smoothened (SMO).; Angew. Chem. Int. Ed. 2017, 56, 13021	False	Cc1ccc(Cn2[nH]cc3nc(-c4ccc(N5CCN(C(=O)CCc6c[nH]c7ccccc67)CC5)cc4)nc2-3)cc1
415740:01:03_10.00	8.3	103	415740	246846:01:05_30.00	246846	83.6	33.0	30.0	100	Loxapine (succinate)	Loxapine Succinate is a D2DR and D4DR inhibitor, serotonergic receptor antagonist and also a dibenzoxazepine anti-psychotic agent.IC50 value: Target: D2DR/D4DR; 5-HT receptorin vitro: In the presence of Loxapine, [3H]ketanserin binds to 5-HT2 receptor in Frontal cortex of brain in human and bovine with ki value of 6.2 nM and 6.6 nM, respectively. Loxapine has the rank order of potency for the various receptors appears to be as follows:5-HT2D4&gt;&gt;&gt;D1&gt;D2 in comparing competition experiments involving the human membranes . Loxapine 0.2 uM, 2 uM and 20 uM reduces IL-1beta secretion by LPS-activated mixed glia cultures after 1 and 3 days of exposure. Loxapine in concentrations of 0.2 uM, 2 uM and 20 uM reduces IL-2 secretion in mixed glia cultures after 1 and 3 days of exposure, and additionally Loxapine decreases IL-1beta and IL-2 secretion in LPS-induced microglia cultures in concentrations of 2 uM, 10 uM and 20 uM .in vivo: Loxapine (5 mg/kg) induces a very significant reduction (more than 50%) of serotonin (S2) receptor density after 4 weeks or 10 weeks of daily injection in the rat. Loxapine (5 mg/kg) does not change dopamine receptor density but greatly reduces serotonin receptor density by 47% in the brain of rats .	False	CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
415744:01:03_10.00	10.5	103	415744	381945:02:03_01.00	381945	80.10000000000001	6.4	1.0	112	Purmorphamine	Purmorphamine (Shh Signaling Antagonist VI) is a smoothened/Smo receptor agonist with an EC50 of 1 uM.	False	c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1
415744:01:03_10.00	10.5	103	415744	280355:01:03_30.00	280355	76.1	19.3	30.0	100	BRL 15572	potent and selective 5-HT1D serotonin receptor antagonist.	False	OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1
415744:01:03_10.00	10.5	103	415744	408117:01:02_10.00	408117	75.4	7.9	10.0	95	(±)-SLV 319	potent and selective CB1 receptor antagonist (Ki = 7.8 nM). Exhibits 1000-fold selectivity for CB1 over CB2 receptors. Inhibits CP 55,940-induced hypotension and WIN 55,212-2-induced hypothermia in vivo. Orally active.	False	C/N=C(/NS(=O)(=O)c1ccc(Cl)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1
415744:01:03_10.00	10.5	103	415744	407872:01:06_10.00	407872	74.5	22.3	10.0	104	Erastin	a cell-permeable piperazinyl-quinazolinone compound that exhibits oncogene-selective lethality. Shown to bind mitochondrial voltage-dependent anion channels (VDAC) and alter its gating; rapidly induce an oxidative, non-apoptotic cell death in several human tumors harboring activating mutations in the RAS-RAF-MEK signaling (EC50 = 6.0 µM in BJ-TERT/LT/ST/RASV12 cells).; Yagoda, N., et al. 2007. Nature 447, 864.	False	CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O
415744:01:03_10.00	10.5	103	415744	101009:01:16_30.00	101009	73.1	13.3	30.0	96	Centrocountin 1	modulator of centrosome integrity; binds centrosome-associated proteins nucleophosmin (NPM) and Crm1.; Nat. Chem. Biol. 2012, 8, 179	True	COC(=O)C1=CC(C(=O)c2ccccc2O)=CN2CCc3c([nH]c4ccccc34)[C@]12C(=O)OC
415744:01:03_10.00	10.5	103	415744	281040:01:03_10.00	281040	72.3	16.8	10.0	99	WIN 62,577	NK1 tachykinin receptor antagonist.	False	C[C@]12Cc3cn4c(nc3C=C1CCC1C2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#N)nc1ccccc14
415744:01:03_10.00	10.5	103	415744	413013:01:03_30.00	413013	69.89999999999999	12.6	30.0	93	IWP L6	IWP L6 (PorcnInhibitorIII) is a Porcn inhibitor with an EC50 of 0.5 nM.	False	O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1
415744:01:03_10.00	10.5	103	415744	280970:01:03_30.00	280970	69.8	24.7	30.0	93	Tracazolate	non-benzodiazepine anxiolytic which has a high differential between sedative and anxiolytic doses.	False	CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
415744:01:03_10.00	10.5	103	415744	413005:01:02_30.00	413005	69.3	18.3	30.0	99	BAM7	BAM7 is a direct and selective activator of proapoptotic BAX with an IC50 of 3.3 uM.	False	CCOc1ccccc1/N=N/c1c(C)nn(-c2nc(-c3ccccc3)cs2)c1O
415744:01:03_10.00	10.5	103	415744	247067:02:03_10.00	247067	68.0	12.1	10.0	93	Domperidone	peripheral dopamine receptor antagonist that does not cross the blood-brain barrier, anti-emetic, Dopamine Antagonists, antiemetic.	False	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
415767:01:03_10.00	11.6	98	415767	247095:01:04_10.00	247095	83.7	7.9	10.0	98	Nicardipine hydrochloride, YC-93 hydrochloride	L-type Ca2+ channel antagonist, antihypertensive, vasodilator.	False	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
415767:01:03_10.00	11.6	98	415767	413130:01:02_05.00	413130	83.3	23.5	5.0	99		negative control to ABT-100	True	Cn1cncc1[C@@](O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1
415767:01:03_10.00	11.6	98	415767	520969:01:04_30.00	520969	82.69999999999999	43.2	30.0	92	ML241 (hydrochloride)	ML241 hydrochloride is a potent p97 inhibitor, inhibiting p97 ATPase with IC50 value of 100 nM.	False	c1ccc(CNc2nc(N3CCOc4ccccc43)nc3c2CCCC3)cc1
415767:01:03_10.00	11.6	98	415767	409878:01:04_50.00	409878	82.5	56.0	50.0	98	OF-1	OF-1 is a potent pan-BRPF bromodomain (BRD) inhibitor, with IC50 values of 270 nM, 1.2 uM for TRIM24 and BRPF1B, respectively.	False	COc1cc2c(cc1NS(=O)(=O)c1ccc(Br)cc1C)n(C)c(=O)n2C
415767:01:03_10.00	11.6	98	415767	520875:01:03_10.00	520875	82.1	57.2	10.0	90	Centrinone-B	Centrinone-B (LCR-323) is a potent and highly selective PLK4 inhibitor, with a Ki of 0.59 nM.	False	COc1c(Nc2cc(C)[nH]n2)nc(Sc2ccc(S(=O)(=O)Cc3cccc([N+](=O)[O-])c3F)cc2F)nc1N1CCCCC1
415767:01:03_10.00	11.6	98	415767	413167:01:02_05.00	413167	81.69999999999999	24.9	5.0	100		negative control to BI-1950	True	C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(C(=O)NC3(c4nc(C5CCC5)no4)CC3)n21
415767:01:03_10.00	11.6	98	415767	520875:01:04_10.00	520875	81.39999999999999	55.6	10.0	87	Centrinone-B	Centrinone-B (LCR-323) is a potent and highly selective PLK4 inhibitor, with a Ki of 0.59 nM.	False	COc1c(Nc2cc(C)[nH]n2)nc(Sc2ccc(S(=O)(=O)Cc3cccc([N+](=O)[O-])c3F)cc2F)nc1N1CCCCC1
415767:01:03_10.00	11.6	98	415767	381945:02:02_10.00	381945	81.39999999999999	61.0	10.0	94	Purmorphamine	Purmorphamine (Shh Signaling Antagonist VI) is a smoothened/Smo receptor agonist with an EC50 of 1 uM.	False	c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1
415767:01:03_10.00	11.6	98	415767	413130:01:02_03.00	413130	81.3	7.4	3.0	88		negative control to ABT-100	True	Cn1cncc1[C@@](O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1
415767:01:03_10.00	11.6	98	415767	246866:02:03_10.00	246866	81.10000000000001	27.8	10.0	94	Cilnidipine	slow-acting Ca2+ channel blocker, antihypertensive, vasodilator. Does not inhibit PKC.	False	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
415780:01:03_10.00	8.1	99	415780	412263:01:03_10.00	412263	79.5	18.8	10.0	101	BI-3663	BI-3663 is a degrader that tethers a highly selective PTK2 Kinase inhibitor to a CRL4CRBN E3 ubiquitin ligase ligand, aimed at triggering the intracellular destruction of the focal adhesion tyrosine kinase (PTK2) protein. BI-3663 potently and rapidly induces reversible, long-lasting, and preferential removal of PTK2 in cells.	False	COc1cc(C(=O)NCCOCCOCCOCCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1
415780:01:03_10.00	8.1	99	415780	409908:01:04_01.00	409908	77.8	49.2	1.0	99	Bafetinib	Bafetinib is a Lyn and Bcr-Abl tyrosine kinase inhibitor with potential antineoplastic activity.	True	Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1
415780:01:03_10.00	8.1	99	415780	409908:01:03_01.00	409908	76.6	48.9	1.0	100	Bafetinib	Bafetinib is a Lyn and Bcr-Abl tyrosine kinase inhibitor with potential antineoplastic activity.	True	Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1
415780:01:03_10.00	8.1	99	415780	413052:01:03_30.00	413052	75.4	42.0	30.0	87	AZD3229	AZD3229 is a potent pan-KIT mutant inhibitor for the treatment of gastrointestinal stromal tumors.	False	COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1
415780:01:03_10.00	8.1	99	415780	392791:01:10_02.00	392791	74.7	55.3	2.0	83	Pacritinib	Pacritinib is a potent inhibitor of both wild-type JAK2 (IC50=23 nM) and JAK2V617F mutant (IC50=19 nM). Pacritinib also inhibits FLT3 (IC50=22 nM) and its mutant FLT3D835Y (IC50=6 nM).	False	C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1
415780:01:03_10.00	8.1	99	415780	280852:01:06_00.20	280852	73.7	36.3	0.2	85	Phorbol 12-myristate 13-acetate, PMA	activates protein kinase C in vivo and in vitro, strong NO promoter, promotes expression of iNOS in cultured hepatocytes, T lymphocyte activator.	False	CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O
415780:01:03_10.00	8.1	99	415780	519809:01:04_50.00	519809	73.7	21.6	50.0	97		The in vivo molecule BI-1124 displays high potency in the inhibition of Cathepsin S (IC50 7 nM) and in the ovalbumin challenge T-cell assay (IC50 0.5 nM). Furthermore, BI-1124 has a superior PK profile and showed dose-dependent inhibition of the ovalbumin induced IL-2 secretion in a T cell receptor transgenic DO11 mouse model with an IC50 of 0.3 mg/kg. negative control = BI-1920	True	CCCN1CCC(C#N)(NC(=O)[C@H](CC(C)(C)C)NC(=O)N2CCOCC2)CC1
415780:01:03_10.00	8.1	99	415780	392215:01:02_02.00	392215	73.4	9.0	2.0	88		inhibitor of MAP kinase p38 alpha (IC50 = 0.13 µM); Pyrazolo[1,5-a]pyridines as p38 Kinase Inhibitors.    Organic Letters  (2005),  7(21),  4753-4756.	False	CN1CCN(CCCNc2nccc(-c3c(-c4ccc(F)cc4)nn4cc(C(F)(F)F)ccc34)n2)CC1
415780:01:03_10.00	8.1	99	415780	413085:01:06_10.00	413085	73.0	44.2	10.0	103	NVS-PAK1-1	NVS-PAK1-1 is a potent and selective allosteric PAK1 inhibitor with an IC50 of 5 nM.	True	CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1
415780:01:03_10.00	8.1	99	415780	410136:01:05_06.00	410136	73.0	32.0	6.0	98	IPI-3063	IPI-3063 is a potent and selective PI3K p110.d. inhibitor with an IC50 of 2.5±1.2 nM.	True	CC(C)n1c([C@H](C)Nc2ncnc(N)c2C#N)cc2cccc(-c3ccc(=O)n(C)c3)c2c1=O
415807:01:03_10.00	19.9	100	415807	392736:02:03_02.00	392736	82.39999999999999	16.1	2.0	93	TAK-632	TAK-632 is a potent pan-RAF inhibitor with IC50 of 1.4, 2.4 and 8.3 nM for CRAF, BRAFV600E, BRAFWT, respectively.	False	N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12
415807:01:03_10.00	19.9	100	415807	413151:01:02_05.00	413151	70.3	10.4	5.0	105		negative control to IPP/CNRS-A017	False	Cc1c(Oc2ccc(F)cc2)c(OC(C)C)nn1-c1ccc(C2CC2)cn1
415807:01:03_10.00	19.9	100	415807	410918:01:03_02.00	410918	67.80000000000001	21.2	2.0	99	Inauhzin	Inauhzin is a dual SirT1/IMPDH2 inhibitor, and acts as an activator p53, used in the research of cancer.	False	CCC(Sc1nnc2c(n1)[nH]c1ccccc12)C(=O)N1c2ccccc2Sc2ccccc21
415807:01:03_10.00	19.9	100	415807	246536:01:04_10.00	246536	67.5	5.2	10.0	100	Diflorasone Diacetate	Glucocorticoid receptor (Ki = 2.907 nM), Progesterone receptor (Ki = 15 nM)	False	CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
415816:01:03_10.00	12.3	92	415816	408552:01:09_03.00	408552	83.6	60.3	3.0	86	Azaquindole-1	Azaquindole-1 inhibits starvation- and rapamycin-induced autophagy (IC50 = 0.04 and 0.1 µM, respectively) by targeting the lipid kinase VPS34 (IC50 = 0.35 µM).; Angew. Chem. Int. Ed. Engl. 2020. https://doi.org/10.1002/anie.202000364	True	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3c3c4[nH]c4nc(C)c(Br)cc34)c2c1
415816:01:03_10.00	12.3	92	415816	391925:03:04_00.20	391925	82.89999999999999	73.4	0.2	63	TCS JNK 5a	inhibitor of c-Jun N-terminal kinase 2/3 (IC50 = 0.3/0.2 µM), Inhibitor of binding or entry into cells for Lassa Virus (IC50 = 0.2 µM); N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)amides as potent, selective, inhibitors of JNK2 and JNK3.  Bioorg Med Chem Lett.  (2007),  17(5),  1296-1301.	False	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
415816:01:03_10.00	12.3	92	415816	409343:02:02_03.00	409343	82.39999999999999	57.2	3.0	92	BAY-309,control for BAY-826	negative control to BAY-826	False	Cc1cc(NC(=O)c2cccc(S(F)(F)(F)(F)F)c2)cc(-n2ccn3nc(-c4cccnc4)cc23)c1
415816:01:03_10.00	12.3	92	415816	408410:02:04_03.00	408410	82.1	82.2	3.0	57	BI 2536	BI 2536 is a dual PLK1 and BRD4 inhibitor with IC50s of 0.83 and 25 nM, respectively. BI-2536 suppresses IFNB (encoding IFN-.b.) gene transcription.	True	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
415816:01:03_10.00	12.3	92	415816	408410:02:03_03.00	408410	82.0	81.9	3.0	60	BI 2536	BI 2536 is a dual PLK1 and BRD4 inhibitor with IC50s of 0.83 and 25 nM, respectively. BI-2536 suppresses IFNB (encoding IFN-.b.) gene transcription.	True	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
415816:01:03_10.00	12.3	92	415816	391925:03:05_00.20	391925	81.89999999999999	73.7	0.2	62	TCS JNK 5a	inhibitor of c-Jun N-terminal kinase 2/3 (IC50 = 0.3/0.2 µM), Inhibitor of binding or entry into cells for Lassa Virus (IC50 = 0.2 µM); N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)amides as potent, selective, inhibitors of JNK2 and JNK3.  Bioorg Med Chem Lett.  (2007),  17(5),  1296-1301.	False	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
415816:01:03_10.00	12.3	92	415816	408410:02:04_01.00	408410	81.69999999999999	82.6	1.0	55	BI 2536	BI 2536 is a dual PLK1 and BRD4 inhibitor with IC50s of 0.83 and 25 nM, respectively. BI-2536 suppresses IFNB (encoding IFN-.b.) gene transcription.	True	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
415816:01:03_10.00	12.3	92	415816	408552:01:08_03.00	408552	81.10000000000001	67.5	3.0	90	Azaquindole-1	Azaquindole-1 inhibits starvation- and rapamycin-induced autophagy (IC50 = 0.04 and 0.1 µM, respectively) by targeting the lipid kinase VPS34 (IC50 = 0.35 µM).; Angew. Chem. Int. Ed. Engl. 2020. https://doi.org/10.1002/anie.202000364	True	COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3c3c4[nH]c4nc(C)c(Br)cc34)c2c1
415816:01:03_10.00	12.3	92	415816	409914:01:03_03.00	409914	80.4	75.1	3.0	90	AZ6102	AZ6102 is a potent dual TNKS1 and TNKS2 inhibitor, with IC50s of 3 nM and 1 nM, respectively, and alao has 100-fold selectivity against other PARP family enzymes, with IC50s of 2.0 uM, 0.5 uM, and &gt;3 uM, for PARP1, PARP2, and PARP6, respectively.	True	Cc1cc(N2C[C@@H](C)N[C@@H](C)C2)ncc1-c1ccc(-c2nc(O)c3ccn(C)c3n2)cc1
415816:01:03_10.00	12.3	92	415816	408410:02:03_01.00	408410	80.4	79.1	1.0	55	BI 2536	BI 2536 is a dual PLK1 and BRD4 inhibitor with IC50s of 0.83 and 25 nM, respectively. BI-2536 suppresses IFNB (encoding IFN-.b.) gene transcription.	True	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
415844:01:03_10.00	11.9	102	415844	280355:01:03_30.00	280355	86.1	19.3	30.0	100	BRL 15572	potent and selective 5-HT1D serotonin receptor antagonist.	False	OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1
415844:01:03_10.00	11.9	102	415844	280970:01:03_30.00	280970	85.7	24.7	30.0	93	Tracazolate	non-benzodiazepine anxiolytic which has a high differential between sedative and anxiolytic doses.	False	CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
415844:01:03_10.00	11.9	102	415844	528526:01:02_05.00	528526	84.1	11.9	5.0	109		NR162 is a potent and selective CASK (Ca2+/calmodulin-dependent Ser/Thr kinase) inhibitor with a Kd of 22 nM in ITC and IC50 of 80 nM in NanoBRET assay.	False	Cc1cc(Br)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC3CCCC3)n2)cc1Br
415844:01:03_10.00	11.9	102	415844	281040:01:03_10.00	281040	83.6	16.8	10.0	99	WIN 62,577	NK1 tachykinin receptor antagonist.	False	C[C@]12Cc3cn4c(nc3C=C1CCC1C2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#N)nc1ccccc14
415844:01:03_10.00	11.9	102	415844	247095:02:03_30.00	247095	82.3	36.3	30.0	101	Nicardipine hydrochloride, YC-93 hydrochloride	L-type Ca2+ channel antagonist, antihypertensive, vasodilator.	False	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
415844:01:03_10.00	11.9	102	415844	280331:01:03_10.00	280331	82.3	9.8	10.0	97	(+)-Bromocriptine methanesulfonate	D2 dopamine receptor agonist, inhibits prolaction secretion.	False	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
415844:01:03_10.00	11.9	102	415844	407974:01:04_10.00	407974	82.1	19.2	10.0	97	GSK8814	it is a chemical probe for the ATAD2/2B bromodomain, with a binding constant pKd=8.1 as measured by ITC (Bamborough et al, 2016). GSK8814 displaces acetylated H4 peptide from the ATAD2 bromodomain with pIC50 =7.3 and is also active in BROMOscan with pKi=8.9. It is more than 100 fold selective over all other bromodomains in the BROMOscan. Importantly, it is more than 1000 fold selective over BRD4. GSK8814 shows cellular target engagement with an EC50 of 2 µM in a NanoBRET assay evaluating the interaction of the NanoLuc-ATAD2 bromodomain with histone H3.3-HaloTag.	True	CO[C@H]1CNC[C@@H](OCC2CCC(F)(F)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12
415844:01:03_10.00	11.9	102	415844	280076:01:03_30.00	280076	81.6	20.9	30.0	108	YM 976	phosphodiesterase type IV (PDE4) inhibitor. Exhibits anti-inflammatory activity without emesis.	False	CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1
415844:01:03_10.00	11.9	102	415844	519823:01:02_10.00	519823	81.2	9.8	10.0	94		BIIE0246 acts as a non-peptide neuropeptide Y (NPY) receptor antagonist with unprecedented affinity and high selectivity for the Y2R subtype. In ligand binding studies BIIE0246 was able to displace the specific binding of radiolabelled NPY from hY2 sites on SMS-KAN cells with an IC50 of 3.3 nM whereas no displacement was observed from human Y1, Y4 and Y5 specific binding sites in concentrations up to 1 .u.M.	False	N=C(N)NCCC[C@H](NC(=O)CC1(CC(=O)N2CCN(C3c4ccccc4NC(=O)c4ccccc43)CC2)CCCC1)C(=O)NCCn1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O
415844:01:03_10.00	11.9	102	415844	281047:01:03_30.00	281047	81.0	21.9	30.0	93	YS-035 hydrochloride	L-type Ca2+ channel blocker, verapamil derivative.	False	COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC
415863:01:03_10.00	15.4	98	415863	246883:01:04_10.00	246883	82.0	23.1	10.0	104	Fulvestrant	Fulvestrant (ICI 182780) is a pure antiestrogen and a potent estrogen receptor (ER) antagonist with an IC50 of 9.4 nM. Fulvestrant effectively inhibits the growth of ER-positive MCF-7 cells with an IC50 of 0.29 nM. Fulvestrant also induces autophagy and has antitumor efficacy.	True	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
415863:01:03_10.00	15.4	98	415863	413171:01:02_03.00	413171	81.69999999999999	37.5	3.0	107		negative control to GSM1	True	COc1cc(-c2cn([C@H]3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccc(C)n1
415863:01:03_10.00	15.4	98	415863	413121:01:03_50.00	413121	81.69999999999999	35.6	50.0	87	M 25	Potent Smoothened (Smo) receptor antagonist (IC50 = 5 nM). Inhibits the Hedgehog signaling pathway. Inhibits Shh induced Gli luciferase reporter activity in Shh-light 2 cells (IC50 = 5 nM). Antagonizes GSA-10 and SAG-mediated differentiation of the C3H10T1/2 cell line (IC50 values are 69 and 115 nM, respectively).	False	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccccc2OC)c1
